Air temperature [K],Process temperature [K],Torque [Nm],Tool wear [min],Rotational speed [rad/s],Power [W],type_encoded
302.8,310.9,29.8,42,178.86134174437888,5330.067983982491,1
302.9,311.0,36.5,44,162.9439389661906,5947.453772265956,2
302.8,311.0,43.5,47,150.37756835183143,6541.424223304667,0
302.9,311.0,40.7,52,146.817096677763,5975.455834784954,2
302.9,311.0,49.9,55,150.48228810695107,7509.066176536859,2
302.9,311.1,21.8,58,201.69024836046472,4396.847414258131,2
303.0,311.2,23.7,61,188.49555921538757,4467.344753404685,1
303.0,311.2,32.6,63,171.84511815136167,5602.150851734391,1
303.0,311.2,48.2,65,143.8849435344125,6935.254278358683,1
303.0,311.2,37.0,67,156.4513141487717,5788.698623504553,1
303.0,311.2,32.9,69,167.6563279465753,5515.893189442327,1
302.9,311.2,36.9,71,171.11207986552407,6314.035747037838,1
302.9,311.2,37.7,73,153.62388076054089,5791.620304672392,2
302.8,311.1,32.3,76,162.31562043547262,5242.794540065765,1
302.8,311.1,32.2,78,163.67697725202822,5270.398667515309,1
302.7,310.9,48.3,80,146.08405839192537,7055.860020329995,1
302.8,311.0,33.4,82,157.81267096532727,5270.9432102419305,2
302.8,311.0,38.5,85,163.78169700714787,6305.595334775193,1
302.8,311.1,30.0,87,180.22269856093445,5406.680956828033,1
302.8,311.1,36.1,89,152.4719634542246,5504.237880697508,1
302.9,311.2,17.8,91,220.12092526152483,3918.1524696551423,0
302.9,311.1,33.9,96,162.83921921107094,5520.249531255305,1
303.0,311.2,41.9,98,147.5501349636006,6182.350654974865,1
303.0,311.2,41.4,100,145.24630035096808,6013.196834530078,2
303.0,311.2,43.9,103,152.89084247470325,6711.9079846394725,2
303.0,311.2,47.6,106,142.52358671785694,6784.122727769991,1
303.0,311.1,43.0,108,156.03243512829306,6709.394710516602,2
303.1,311.2,49.2,111,146.502937412404,7207.944520690277,1
303.1,311.1,55.8,113,148.70205226991686,8297.57451666136,1
303.0,311.0,44.2,115,142.31414720761762,6290.285306576699,1
303.0,311.1,54.3,117,143.6755040241732,7801.579868512604,2
303.0,311.0,41.7,120,147.5501349636006,6152.840627982146,2
302.9,311.0,58.3,123,152.053084433746,8864.69482248739,0
302.9,311.0,24.6,128,190.58995431778078,4688.512876217407,1
302.9,311.0,48.7,130,153.8333202707802,7491.682697186997,0
302.9,311.1,45.3,135,162.9439389661906,7381.3604351684335,1
303.0,311.1,20.2,137,207.34511513692632,4188.371325765912,1
303.0,311.2,38.0,139,159.0693080267632,6044.633705017001,2
303.0,311.2,44.0,142,152.4719634542246,6708.766391985882,1
303.1,311.2,45.3,144,145.97933863680572,6612.864040247298,1
303.0,311.3,56.2,146,142.94246573833559,8033.36657449446,1
303.0,311.3,16.5,148,229.75514273253353,3790.959855086803,1
303.1,311.3,55.6,150,146.92181643288265,8168.852993668275,1
303.0,311.2,37.0,152,157.39379194484863,5823.570301959399,0
303.0,311.3,29.3,157,187.76252092954996,5501.441863235814,1
303.1,311.4,24.5,159,191.5324321138577,4692.544586789514,1
303.1,311.4,23.3,161,191.74187162409703,4467.585608841461,2
303.0,311.3,53.6,164,139.80087308474577,7493.3267973423735,2
303.1,311.3,19.7,167,215.30381652602048,4241.485185562603,0
303.1,311.3,52.6,172,139.90559283986545,7359.034183376923,1
303.0,311.2,51.0,174,140.42919161546374,7161.888772388651,1
303.0,311.1,37.3,176,159.8023463126008,5960.62751746001,2
303.0,311.1,40.7,179,159.69762655748113,6499.693400889482,1
303.0,311.1,39.8,181,149.53981031087415,5951.684450372791,2
303.0,311.2,45.7,184,158.2315499858059,7231.1818343513305,1
303.0,311.2,29.8,186,174.25367251911385,5192.759441069593,1
303.0,311.2,38.9,188,166.71385015049836,6485.168770854386,2
303.0,311.1,36.7,191,167.23744892609665,6137.614375587747,2
303.0,311.2,26.1,194,181.6887751326097,4742.077030961113,1
302.9,311.2,23.8,196,183.36429121452426,4364.070130905678,1
303.0,311.2,44.6,198,144.82742133048944,6459.3029913398295,1
302.9,311.2,53.7,200,139.2772743091475,7479.189630401221,2
303.0,311.2,50.5,203,144.7227015753698,7308.496429556175,1
303.0,311.2,30.4,205,183.7831702350029,5587.008375144088,1
303.0,311.2,35.7,207,169.01768476313086,6033.9313460437725,2
303.0,311.3,43.0,210,153.5191610054212,6601.3239232331125,1
303.1,311.3,24.7,212,193.4173877060116,4777.4094763384865,2
303.1,311.3,34.8,215,154.3569190463785,5371.620782813971,1
303.1,311.3,31.8,217,173.52063423327624,5517.956168618184,1
303.1,311.2,40.1,219,150.27284859671175,6025.941228728141,1
303.1,311.3,42.7,221,156.4513141487717,6680.471114152552,0
303.2,311.4,54.6,226,129.6430568381388,7078.5109033623785,1
303.2,311.4,54.2,228,138.64895577842952,7514.77340319088,1
303.2,311.4,41.2,230,158.54570925116488,6532.083221147994,1
303.3,311.4,25.6,232,181.37461586725072,4643.190166201619,1
303.3,311.4,46.0,234,156.76547341413067,7211.211777050011,1
303.3,311.4,21.5,0,205.04128052429382,4408.387531272318,1
303.3,311.4,32.5,2,170.69320084504542,5547.5290274639765,1
303.3,311.4,59.1,4,146.08405839192537,8633.567850962789,2
303.3,311.4,30.5,7,173.6253539883959,5295.573296646075,1
303.2,311.4,51.1,9,141.26694965642102,7218.741127443114,1
303.1,311.2,52.9,11,152.053084433746,8043.608166545163,1
303.1,311.1,35.5,13,166.92328966073768,5925.776782956188,2
303.1,311.0,47.6,16,158.12683023068624,7526.837118980665,2
303.1,311.1,22.6,19,194.1504259918492,4387.799627415792,1
303.1,311.2,32.3,21,170.27432182456678,5499.860594933507,1
303.1,311.2,35.2,23,170.4837613348061,6001.028398985175,1
303.1,311.2,34.8,25,175.82446884590874,6118.691515837623,1
303.1,311.2,44.5,27,155.92771537317338,6938.783334106216,2
303.2,311.2,43.9,30,150.6917276171904,6615.366842394658,1
303.3,311.3,48.1,32,141.3716694115407,6799.9772986951075,1
303.3,311.2,31.7,34,168.28464647729325,5334.623293330196,0
303.3,311.3,53.9,39,145.4557398612074,7840.064378519079,1
303.3,311.3,46.1,41,163.9911365173872,7559.99139345155,2
303.4,311.4,54.0,44,136.8687199413953,7390.910876835347,2
303.3,311.5,36.6,47,164.30529578274619,6013.573825648511,2
303.3,311.4,30.6,50,172.89231570255828,5290.504860498284,0
303.3,311.4,27.9,55,177.1858256624643,4943.484535982754,0
303.3,311.5,47.3,60,143.78022377929287,6800.804584760553,2
303.2,311.4,35.5,63,168.59880574265222,5985.257603864154,1
303.3,311.4,43.4,65,158.2315499858059,6867.249269383977,1
303.3,311.5,55.6,67,147.86429422895958,8221.254759130154,1
303.4,311.5,36.2,69,157.1843524346093,5690.073558132857,1
303.4,311.5,44.8,71,148.0737337391989,6633.70327151611,1
303.5,311.5,33.5,73,170.58848108992575,5714.714116512512,0
303.4,311.5,21.3,78,196.7684198698407,4191.167343227607,1
303.5,311.6,47.0,80,153.5191610054212,7215.400567254797,0
303.6,311.7,40.1,85,154.5663585566178,6198.110978120375,0
303.6,311.8,30.7,90,177.4999849278233,5449.249537284175,1
303.6,311.7,39.8,92,156.1371548834127,6214.258764359825,1
303.6,311.8,34.7,94,173.73007374351556,6028.43355889999,2
303.6,311.8,31.7,97,164.09585627250686,5201.838643838468,1
303.6,311.8,32.9,99,181.79349488772937,5981.0059818062955,1
303.6,311.8,44.8,101,148.80677202503654,6666.543386721636,2
303.6,311.8,30.8,104,170.37904157968643,5247.674480654342,2
303.5,311.6,34.2,107,163.57225749690855,5594.171206394273,2
303.5,311.6,17.0,110,228.60322542621728,3886.2548322456937,1
303.5,311.6,38.1,112,165.14305382370344,6291.9503506831015,1
303.4,311.5,36.4,114,163.36281798666923,5946.40657471476,2
303.4,311.5,43.0,117,155.29939684245542,6677.874064225583,2
303.5,311.5,33.3,120,160.74482410867773,5352.802642818968,1
303.4,311.4,29.6,122,168.17992672217358,4978.125830976338,2
303.4,311.5,24.7,125,190.27579505242178,4699.812137794818,2
303.4,311.5,50.8,128,149.1209312903955,7575.343309552091,1
303.3,311.6,34.7,130,158.54570925116488,5501.536111015422,1
303.4,311.6,41.7,132,151.738925168387,6327.5131795217385,1
303.5,311.6,34.0,134,164.7241748032248,5600.621943309643,2
303.4,311.6,41.9,137,163.78169700714787,6862.453104599495,1
303.5,311.6,46.2,139,149.53981031087415,6908.739236362386,1
303.5,311.7,31.0,141,169.64600329384882,5259.026102109314,1
303.5,311.7,32.7,143,165.87609210954108,5424.148211981994,0
303.6,311.8,66.8,148,127.96754075622424,8548.231722515779,1
303.6,311.8,42.5,150,149.9586893313528,6373.244296582493,2
303.7,311.9,33.3,153,163.4675377417889,5443.46900680157,1
303.6,311.8,33.2,155,169.01768476313086,5611.387134135945,1
303.5,311.7,22.3,157,205.14600027941347,4574.755806230921,1
303.5,311.8,23.5,159,203.57520395261858,4784.017292886537,1
303.4,311.7,25.8,161,187.76252092954996,4844.2730399823895,1
303.4,311.6,50.0,163,151.42476590302803,7571.238295151402,2
303.4,311.7,32.2,166,175.19615031519078,5641.316040149143,1
303.4,311.7,44.2,168,158.65042900628455,7012.348962077778,2
303.4,311.8,35.9,171,163.78169700714787,5879.762922556608,1
303.5,311.8,45.2,173,151.94836467862632,6868.06608347391,1
303.4,311.8,28.3,175,177.29054541758398,5017.3224353176265,0
303.4,311.7,42.3,180,154.5663585566178,6538.156966944933,1
303.4,311.6,30.1,182,179.28022076485752,5396.334645022212,1
303.4,311.6,45.4,184,149.22565104551518,6774.844557466389,2
303.3,311.6,56.8,187,140.0103125949851,7952.585755395153,1
303.4,311.7,34.9,189,176.97638615222502,6176.475876712653,2
303.4,311.7,44.1,192,141.68582867689966,6248.345044651275,2
303.5,311.8,21.9,195,201.79496811558437,4419.309801731298,1
303.4,311.8,42.7,197,145.66517937144673,6219.903159160775,2
303.4,311.8,50.9,200,143.04718549345523,7281.101741616871,1
303.4,311.9,31.6,202,185.45868631691744,5860.494487614591,1
303.4,311.8,42.6,204,158.65042900628455,6758.508275667722,2
303.4,311.8,18.3,207,223.3672376702343,4087.6204493652876,2
303.4,311.8,47.0,210,140.42919161546374,6600.1720059267955,2
303.4,311.7,47.1,213,147.23597569824162,6934.814455387181,1
303.4,311.8,61.0,215,136.76400018627567,8342.604011362815,1
303.3,311.7,35.5,217,157.91739072044692,5606.067370575865,1
303.3,311.6,45.1,219,136.24040141067735,6144.442103621549,1
303.3,311.7,38.5,221,161.16370312915637,6204.8025704725205,1
303.3,311.6,44.6,223,155.4041165975751,6931.0236002518495,1
303.2,311.5,39.2,225,157.81267096532727,6186.25670184083,1
303.2,311.5,42.5,227,161.6873019047547,6871.710330952074,1
303.2,311.5,37.9,0,158.44098949604523,6004.913501900114,1
303.2,311.5,58.2,2,139.90559283986545,8142.505503280169,2
303.2,311.4,19.0,5,220.12092526152483,4182.297579968972,2
303.2,311.4,53.8,8,141.47638916666034,7611.429737166326,1
303.3,311.5,35.2,10,167.6563279465753,5901.50274371945,1
303.2,311.3,52.9,12,145.87461888168605,7716.767338841191,1
303.3,311.3,33.7,14,166.71385015049836,5618.256750071795,1
303.3,311.3,51.8,16,147.5501349636006,7643.096991114511,1
303.3,311.3,47.4,18,145.87461888168605,6914.456934991918,1
303.2,311.2,43.1,20,154.46163880149817,6657.296632344572,0
303.2,311.2,45.6,25,149.4350905557545,6814.240129342405,1
303.3,311.2,27.3,27,184.62092827596015,5040.1513419337125,1
303.2,311.2,46.7,29,142.73302622809626,6665.632324852096,1
303.2,311.2,50.9,31,147.02653618800232,7483.650691969318,1
303.2,311.2,31.9,33,176.7669466419857,5638.865597879343,2
303.3,311.4,37.3,36,158.12683023068624,5898.130767604596,1
303.3,311.3,39.5,38,157.28907218972896,6212.918351494293,0
303.2,311.4,36.6,43,168.28464647729325,6159.218061068933,0
303.3,311.5,54.8,48,144.93214108560912,7942.281331491379,2
303.4,311.7,51.3,51,135.6120828799594,6956.899851741916,1
303.4,311.7,19.0,53,208.4970324432426,3961.4436164216095,0
303.4,311.6,42.8,58,156.76547341413067,6709.562262124792,1
303.5,311.6,48.7,60,153.41444125030156,7471.283288889686,1
303.5,311.6,46.5,62,142.52358671785694,6627.346782380348,1
303.6,311.7,38.5,64,161.896741414994,6233.024544477269,1
303.7,311.9,52.7,66,139.4867138193868,7350.949818281685,0
303.7,312.0,11.4,71,278.86870788365394,3179.103269873655,2
303.7,312.1,45.9,74,151.11060663766904,6935.976844669009,1
303.7,312.0,48.6,76,146.817096677763,7135.310898539282,2
303.7,312.0,22.5,79,198.12977668639627,4457.919975443916,1
303.6,312.0,35.7,81,172.26399717184032,6149.8246990347,2
303.6,311.9,50.1,84,154.25219929125885,7728.035184492069,1
303.6,312.0,52.9,86,137.07815945163463,7251.434634991472,1
303.6,311.9,37.1,88,161.6873019047547,5998.5989006663995,0
303.5,311.9,49.3,93,140.74335088082273,6938.64719842456,1
303.6,311.9,36.0,95,169.33184402848985,6095.946385025634,2
303.6,312.0,37.9,98,150.27284859671175,5695.3409618153755,2
303.6,312.0,50.3,101,145.66517937144673,7326.95852238377,1
303.6,312.0,23.3,103,191.3229926036184,4457.825727664309,1
303.5,312.0,25.8,105,184.41148876572086,4757.8164101555985,1
303.5,312.1,36.4,107,159.38346729212216,5801.558209433247,1
303.5,312.2,23.6,109,190.38051480754146,4492.980149457979,2
303.6,312.2,54.6,112,143.57078426905355,7838.964821090324,0
303.7,312.3,38.9,117,158.2315499858059,6155.20729444785,1
303.7,312.4,46.6,119,147.02653618800232,6851.436586360908,1
303.7,312.3,45.9,121,144.93214108560912,6652.385275829458,1
303.8,312.5,52.6,123,143.25662500369455,7535.298475194334,1
303.7,312.5,36.0,125,171.84511815136167,6186.42425344902,1
303.9,312.6,32.3,127,171.94983790648135,5553.979764379347,1
303.9,312.7,50.0,129,146.71237692264333,7335.618846132166,0
303.8,312.6,41.3,134,165.14305382370344,6820.408122918951,1
303.7,312.6,44.1,136,146.18877814704504,6446.925116284687,1
303.7,312.6,35.5,138,158.54570925116488,5628.372678416354,0
303.8,312.8,35.8,143,172.36871692695996,6170.800065985166,1
303.8,312.8,40.7,145,151.11060663766904,6150.201690153131,1
303.7,312.7,48.5,147,153.8333202707802,7460.91603313284,2
303.7,312.7,40.2,150,163.78169700714787,6584.024219687345,0
303.6,312.6,40.2,155,156.87019316925034,6306.181765403864,0
303.6,312.6,27.9,160,177.91886394830195,4963.936304157624,1
303.6,312.5,49.0,162,149.8539695762331,7342.844509235422,1
303.5,312.4,47.3,164,145.56045961632708,6885.00973985227,1
303.5,312.5,46.1,166,144.51326206513048,6662.061381202515,1
303.5,312.5,46.4,168,152.57668320934428,7079.558100913575,1
303.5,312.5,42.2,170,148.49261275967754,6266.388258458393,1
303.5,312.5,51.0,172,141.68582867689966,7225.977262521883,2
303.5,312.4,32.7,175,164.82889455834447,5389.904852057864,1
303.5,312.4,54.2,177,138.02063724771156,7480.718538825967,2
303.6,312.5,31.4,180,179.0707812546182,5622.8225313950115,1
303.7,312.6,38.8,182,169.75072304896847,6586.328054299976,1
303.6,312.6,33.6,184,168.17992672217358,5650.845537865032,1
303.6,312.5,54.0,186,143.9896632895322,7775.441817634738,0
303.5,312.4,36.5,191,157.39379194484863,5744.873405986975,1
303.5,312.3,48.6,193,147.02653618800232,7145.489658736913,1
303.4,312.2,32.7,195,173.41591447815657,5670.700403435721,1
303.4,312.1,39.4,197,156.97491292437,6184.811569220177,2
303.4,312.0,28.4,200,183.05013194916526,5198.623747356293,2
303.4,311.9,37.9,203,160.3259450881991,6076.3533188427455,1
303.3,311.8,40.6,205,160.8495438637974,6530.491480870175,2
303.4,311.8,53.0,208,146.71237692264333,7775.755976900096,1
303.4,311.9,33.2,210,160.6401043535581,5333.251464538129,0
303.4,312.0,35.9,215,159.27874753700252,5718.10703657839,1
303.5,312.1,30.8,0,175.30087007031045,5399.266798165562,1
303.6,312.1,20.9,2,205.98375832037075,4305.060548895748,2
303.6,312.2,30.7,5,177.60470468294295,5452.4644337663485,1
303.6,312.1,32.5,7,170.37904157968643,5537.318851339809,2
303.5,311.9,45.6,10,147.13125594312197,6709.185271006362,1
303.5,311.9,38.9,12,163.88641676226754,6375.181612052207,1
303.5,311.9,38.7,14,156.34659439365203,6050.613203034334,1
303.4,311.8,45.0,16,156.97491292437,7063.87108159665,1
303.3,311.8,30.6,18,177.1858256624643,5421.886265271408,1
303.4,311.8,15.8,20,237.50440461138834,3752.5695928599357,1
303.4,311.8,58.9,22,150.58700786207075,8869.574763075967,1
303.5,311.9,39.2,24,158.65042900628455,6219.096817046355,1
303.4,311.9,38.2,26,156.1371548834127,5964.439316546366,1
303.5,312.0,29.7,28,183.88788999012255,5461.470332706639,1
303.5,312.0,54.5,30,143.04718549345523,7796.07160939331,1
303.5,312.0,45.1,32,150.37756835183143,6782.028332667597,1
303.4,311.9,41.6,34,144.1991027997715,5998.682676470495,1
303.4,311.9,42.2,36,158.12683023068624,6672.95223573496,2
303.4,311.9,50.9,39,148.59733251479722,7563.604225003178,2
303.3,311.8,62.0,42,137.7064779823526,8537.801634905862,1
303.3,311.8,27.7,44,189.12387774610553,5238.731413567123,0
303.3,311.8,29.4,49,172.68287619231896,5076.876560054177,0
303.4,311.9,50.0,54,146.817096677763,7340.85483388815,0
303.4,311.9,63.9,59,135.92624214531838,8685.686873085844,1
303.3,311.8,44.9,61,150.90116712742972,6775.462404021594,2
303.3,311.8,49.4,64,155.92771537317338,7702.829139434765,2
303.3,311.8,24.5,67,192.89378893041328,4725.897828795125,1
303.4,311.8,50.9,69,137.81119773747224,7014.589964837337,2
303.3,311.8,33.3,72,165.7713723544214,5520.186699402232,2
303.3,311.8,33.5,75,162.1061809252333,5430.557060995316,2
303.4,311.9,44.6,78,150.1681288415921,6697.4985463350085,1
303.5,312.0,52.9,80,146.2934979021647,7738.926039024512,0
303.5,312.0,42.9,85,154.46163880149817,6626.404304584271,2
303.5,312.0,56.8,88,150.90116712742972,8571.186292838007,1
303.7,312.1,51.8,90,142.73302622809626,7393.570758615386,1
303.7,312.2,34.9,92,169.54128353872918,5916.990795501648,1
303.7,312.2,34.0,94,155.71827586293406,5294.4213793397585,1
303.7,312.2,33.8,96,164.2005760276265,5549.979469733776,1
303.7,312.3,46.2,98,143.9896632895322,6652.322443976387,1
303.6,312.3,31.3,100,177.81414419318227,5565.582713246606,2
303.7,312.3,37.4,103,168.17992672217358,6289.929259409291,1
303.7,312.3,51.0,105,141.26694965642102,7204.614432477472,1
303.7,312.4,38.6,107,160.74482410867773,6204.750210594961,1
303.6,312.4,49.5,109,157.49851169996828,7796.176329148429,2
303.5,312.3,21.1,112,203.7846434628579,4299.855977066302,1
303.5,312.1,55.7,114,138.85839528866885,7734.412617578855,1
303.6,312.3,22.3,116,200.53833105414844,4472.004782507511,2
303.6,312.3,43.4,119,151.94836467862632,6594.559027052382,1
303.5,312.3,34.8,121,170.06488231432746,5918.2579045385955,2
303.6,312.4,28.7,124,186.50588386811404,5352.718867014873,1
303.6,312.5,54.1,126,140.84807063594238,7619.880621404483,1
303.6,312.4,46.0,128,148.49261275967754,6830.660186945167,1
303.7,312.4,26.5,130,179.90853929557548,4767.57629133275,1
303.7,312.4,28.5,132,170.79792060016507,4867.740737104705,2
303.7,312.4,40.1,135,158.44098949604523,6353.483678791414,1
303.7,312.4,59.3,137,137.81119773747224,8172.204025832104,1
303.7,312.4,38.8,139,154.3569190463785,5989.048458999485,2
303.8,312.5,30.9,142,169.54128353872918,5238.825661346731,1
303.7,312.4,31.2,144,178.2330232136609,5560.87032426622,1
303.7,312.4,37.4,146,161.26842288427605,6031.439015871924,2
303.7,312.4,33.7,149,161.896741414994,5455.920185685299,2
303.7,312.4,51.0,152,141.16222990130137,7199.27372496637,1
303.7,312.5,35.6,154,159.17402778188284,5666.595389035029,0
303.8,312.6,41.9,159,159.90706606772045,6700.106068237486,2
303.8,312.6,47.1,162,147.23597569824162,6934.814455387181,2
303.7,312.5,46.2,165,153.10028198494257,7073.2330277043475,1
303.8,312.6,29.3,167,176.34806762150706,5166.998381310157,2
303.8,312.5,28.0,170,173.31119472303692,4852.713452245034,0
303.8,312.5,25.1,175,183.05013194916526,4594.558311924048,0
303.8,312.5,45.7,180,143.6755040241732,6565.970533904715,1
303.7,312.5,33.3,182,155.0899573322161,5164.495579162795,1
303.7,312.4,39.2,184,158.33626974092556,6206.781773844283,1
303.7,312.5,36.6,186,170.90264035528475,6255.036637003422,1
303.7,312.4,43.9,188,159.69762655748113,7010.725805873421,1
303.7,312.3,26.4,190,183.88788999012255,4854.640295739235,2
303.7,312.3,23.1,193,201.27136933998608,4649.3686317536785,1
303.8,312.5,44.3,195,151.63420541326735,6717.395299807743,2
303.8,312.5,46.6,198,151.52948565814768,7061.274031669682,0
303.8,312.4,33.4,203,167.23744892609665,5585.730794131628,2
303.7,312.4,32.3,206,171.94983790648135,5553.979764379347,2
303.8,312.5,38.0,209,159.69762655748113,6068.509809184283,0
303.6,312.4,53.7,214,152.89084247470325,8210.238240891566,0
303.6,312.3,17.7,219,227.03242909942236,4018.4739950597755,1
303.6,312.4,41.9,221,145.35102010608776,6090.207742445077,1
303.6,312.3,32.4,223,170.69320084504542,5530.459707379471,2
303.6,312.3,29.3,226,169.22712427337018,4958.354741209746,1
303.6,312.4,16.8,0,233.7344934270806,3926.739489574954,1
303.6,312.4,50.7,2,154.98523757709646,7857.751545158791,0
303.6,312.4,53.1,7,142.73302622809626,7579.123692711912,1
303.6,312.4,45.6,9,150.37756835183143,6857.217116843513,0
303.6,312.5,33.7,14,168.28464647729325,5671.192586284783,2
303.6,312.5,48.2,17,152.7861227195836,7364.29111508393,2
303.5,312.4,43.7,20,155.0899573322161,6777.431135417844,1
303.5,312.4,31.7,22,168.17992672217358,5331.303677092902,2
303.5,312.3,29.8,25,176.03390835614806,5245.810469013212,1
303.5,312.2,37.1,27,158.2315499858059,5870.390504473399,1
303.5,312.3,35.2,29,166.818569905618,5872.013660677754,2
303.5,312.3,41.7,32,160.43066484331877,6689.958723966393,2
303.5,312.3,49.0,35,145.14158059584844,7111.937449196574,0
303.4,312.3,27.9,40,185.24924680667812,5168.453985906319,0
303.4,312.2,38.2,45,163.4675377417889,6244.459941736337,2
303.3,312.2,40.7,48,152.57668320934428,6209.871006620313,1
303.3,312.2,40.0,50,157.7079512102076,6308.318048408304,1
303.4,312.2,69.4,52,140.0103125949851,9716.715694091967,1
303.4,312.3,54.8,54,134.7743248390021,7385.633001177315,1
303.4,312.2,35.7,56,169.12240451825053,6037.669841301545,2
303.4,312.2,23.5,59,206.50735709596907,4852.922891755273,2
303.4,312.3,42.1,62,159.38346729212216,6710.043972998344,0
303.4,312.3,30.6,67,175.92918860102841,5383.43317119147,1
303.4,312.3,36.0,69,157.28907218972896,5662.406598830243,1
303.5,312.3,33.3,71,161.58258214963502,5380.699985582845,2
303.5,312.3,35.2,74,165.87609210954108,5838.8384422558465,1
303.5,312.4,44.5,76,140.3244718603441,6244.438997785312,1
303.4,312.3,33.9,78,174.1489527639942,5903.649498699403,1
303.3,312.1,30.0,80,177.29054541758398,5318.71636252752,2
303.3,312.1,44.7,83,148.49261275967754,6637.619790357587,1
303.4,312.2,36.8,85,162.73449945595127,5988.629579979006,0
303.4,312.2,35.8,90,165.45721308906244,5923.368228588435,1
303.4,312.3,42.8,92,154.88051782197678,6628.886162780605,1
303.5,312.4,70.6,94,134.46016557364314,9492.887689499204,1
303.4,312.3,38.7,96,161.26842288427605,6241.087965621484,1
303.5,312.4,30.1,98,168.17992672217358,5062.215794337425,2
303.6,312.5,62.4,101,134.66960508388246,8403.383357234265,1
303.6,312.6,39.5,103,157.28907218972896,6212.918351494293,1
303.6,312.7,31.5,105,177.91886394830195,5604.444214371511,2
303.5,312.6,34.2,108,167.76104770169493,5737.427831397968,1
303.6,312.6,42.0,110,150.37756835183143,6315.85787077692,0
303.6,312.7,27.5,115,184.83036778619947,5082.835114120486,2
303.6,312.7,44.1,118,148.49261275967754,6548.52422270178,1
303.7,312.7,31.7,120,174.77727129471214,5540.439500042375,2
303.7,312.7,53.9,123,146.08405839192537,7873.930747324777,1
303.8,312.7,41.7,125,157.07963267948966,6550.220682734719,2
303.8,312.7,33.4,128,162.83921921107094,5438.829921649769,2
303.8,312.7,20.2,131,200.95721007462708,4059.335643507467,2
303.8,312.7,36.6,134,167.13272917097697,6117.057887657757,1
303.8,312.7,53.6,136,143.8849435344125,7712.232973444511,2
303.7,312.5,26.1,139,174.8819910498318,4564.41996640061,1
303.7,312.6,29.1,141,178.2330232136609,5186.580975517533,1
303.8,312.5,45.1,143,143.04718549345523,6451.428065754832,2
303.8,312.5,15.2,146,245.4631060004825,3731.0392112073337,2
303.8,312.6,23.9,149,185.14452705155847,4424.954196532247,2
303.8,312.5,47.0,152,159.48818704724184,7495.944791220366,1
303.8,312.6,25.9,154,181.6887751326097,4705.739275934591,1
303.9,312.7,62.3,156,140.21975210522442,8735.690556155481,1
303.9,312.7,24.3,158,188.49555921538757,4580.442088933918,1
304.0,312.7,51.2,160,152.4719634542246,7806.5645288563,2
303.9,312.7,24.4,163,187.34364190907132,4571.18486258134,1
303.9,312.7,33.9,165,167.76104770169493,5687.0995170874585,1
303.8,312.7,49.3,167,142.8377459832159,7041.900876972544,2
303.8,312.6,28.1,170,187.76252092954996,5276.1268381203545,1
303.9,312.6,53.4,172,149.33037080063482,7974.241800753899,1
303.9,312.7,43.3,174,155.50883635269474,6733.532614071682,2
303.9,312.7,38.4,177,160.01178582284012,6144.452575597061,1
303.8,312.6,36.0,179,163.88641676226754,5899.911003441632,1
303.8,312.7,27.8,181,192.47490990993464,5350.802495496183,1
303.8,312.6,24.9,183,189.64747652170382,4722.222165390425,0
303.8,312.7,38.2,188,152.99556222982292,5844.430477179236,1
303.8,312.7,41.7,190,148.0737337391989,6174.674696924594,1
303.7,312.7,45.5,192,149.33037080063482,6794.531871428884,1
303.7,312.7,56.8,194,142.31414720761762,8083.443561392681,1
303.7,312.7,44.8,196,161.26842288427605,7224.825345215567,1
303.6,312.7,47.7,198,149.6445300659938,7138.044084147904,1
303.7,312.7,36.3,200,168.80824525289154,6127.739302679963,2
303.7,312.8,31.8,203,176.4527873766267,5611.1986385767295,2
303.7,312.8,37.7,206,163.1533784764299,6150.882368561408,2
303.7,313.0,24.3,209,189.64747652170382,4608.433679477403,1
303.8,313.1,25.8,211,195.7212223186441,5049.607535821018,1
303.8,313.1,58.7,213,131.52801243029268,7720.69432965818,1
303.8,313.0,23.5,215,187.34364190907132,4402.575584863176,2
303.7,312.9,40.5,0,157.28907218972896,6370.207423684023,1
303.7,313.0,54.4,2,136.44984092091667,7422.871346097867,2
303.8,313.1,13.0,5,261.48522853379046,3399.307970939276,1
303.9,313.2,37.4,7,156.97491292437,5870.861743371437,1
303.9,313.2,46.5,9,145.87461888168605,6783.1697779984015,1
303.9,313.0,41.0,11,154.46163880149817,6332.927190861425,2
303.8,312.9,34.6,14,164.7241748032248,5699.456448191579,1
303.8,312.9,23.7,16,190.4852345626611,4514.500059135068,1
303.5,312.6,29.4,18,171.94983790648135,5055.325234450552,2
303.6,312.6,39.8,21,161.26842288427605,6418.483230794186,1
303.6,312.8,43.2,23,146.60765716752368,6333.450789637023,2
303.6,312.8,11.4,26,278.4498288631753,3174.3280490401985,2
303.6,312.8,25.2,29,191.11355309337907,4816.061537953153,2
303.7,312.9,41.3,32,160.43066484331877,6625.786458029064,2
303.7,312.8,23.6,35,191.8465913792167,4527.579556549515,1
303.6,312.7,17.6,37,227.66074763014032,4006.82915829047,2
303.7,312.8,31.7,40,170.37904157968643,5401.01561807606,1
303.7,312.8,51.3,42,150.48228810695107,7719.74137988659,1
303.7,312.8,46.3,44,142.8377459832159,6613.387639022896,1
